사용자 유형,기존 응원 팀,질문,매칭팀,추천 리그,sbert_score,n2v_score,vector_score,매칭 스코어,llm_rank,llm_reason
0,,"나는 EPL는 처음인데, 압도적와(과) 실리 성향이 강한 팀을 추천해줘.",KT 위즈,KBO,0.37645018,0.5,0.7751606407244519,0.5056,3,"KT 위즈는 꾸준한 성적을 유지하며, 타선과 투수의 균형 잡힌 성능이 특징입니다."
0,,"나는 EPL는 처음인데, 압도적와(과) 실리 성향이 강한 팀을 추천해줘.",NC 다이노스,KBO,0.40449306,0.5,0.6682711506266527,0.4955,2,"NC 다이노스는 강력한 타선과 유연한 선발투수진을 보유하고 있어, 다양한 상황에서 경쟁력을 발휘합니다."
0,,"나는 EPL는 처음인데, 압도적와(과) 실리 성향이 강한 팀을 추천해줘.",키움 히어로즈,KBO,0.4147331,0.5,0.5913385168143483,0.4842,1,"키움 히어로즈는 강력한 타선과 선발투수진의 안정성, 그리고 불펜의 강력한 마무리 투수가 특징입니다."
0,,"나는 EPL는 처음인데, 압도적와(과) 실리 성향이 강한 팀을 추천해줘.",첼시,EPL,0.48249313,0.5,0.8706678768140022,0.5671,2,"첼시는 역사적으로 가장 성공적인 EPL 팀 중 하나로, 많은 우승과 컵 대회 우승을 기록하고 있습니다."
0,,"나는 EPL는 처음인데, 압도적와(과) 실리 성향이 강한 팀을 추천해줘.",리버풀,EPL,0.48812318,0.5,0.8391046888105949,0.5631,1,리버풀은 최근 몇 년간 강력한 팀으로 성장하여 여러 차례 리그와 컵 대회에서 우승을 차지했습니다.
0,,"나는 EPL는 처음인데, 압도적와(과) 실리 성향이 강한 팀을 추천해줘.",아스톤 빌라,EPL,0.44974333,0.5,0.8764583229553351,0.5552,3,"아스톤 빌라는 최근 몇 시즌 동안 꾸준히 성적 향상을 보여주고 있지만, 아직도 리버풀과 첼시와의 격차가 있습니다."
0,,"나는 EPL는 처음인데, 압도적와(과) 실리 성향이 강한 팀을 추천해줘.",레드불,F1,0.41489062,0.5,0.9207281584775115,0.5501,3,"레드불은 최근 몇 년간 빠르게 성장하여 상위권에 진입했으며, 실리 성향이 강합니다."
0,,"나는 EPL는 처음인데, 압도적와(과) 실리 성향이 강한 팀을 추천해줘.",페라리,F1,0.3970962,0.5,0.9380699792415192,0.5465,1,"페라리는 최근 몇 년간 F1에서 가장 성공적인 팀 중 하나로, 많은 우승과 폴 포지션을 기록하고 있습니다."
0,,"나는 EPL는 처음인데, 압도적와(과) 실리 성향이 강한 팀을 추천해줘.",맥라렌,F1,0.3321492,0.5,0.8926631066210853,0.5114,2,"맥라렌은 꾸준히 상위권에 위치하며, 여러 차례 우승을 경험한 강력한 팀입니다."
0,,"나는 K LEAGUE는 처음인데, 언더독와(과) 우승권 유지 성향이 강한 팀을 추천해줘.",키움 히어로즈,KBO,0.41844994,0.5,0.7960969816462604,0.7899,2,키움 히어로즈는 꾸준한 성적을 유지하며 우승권 팀으로서의 가능성을 지니고 있습니다.
0,,"나는 K LEAGUE는 처음인데, 언더독와(과) 우승권 유지 성향이 강한 팀을 추천해줘.",NC 다이노스,KBO,0.42855257,0.5,0.7815366116334377,0.5277,1,NC 다이노스는 최근 몇 년간 꾸준히 상위권에 진출하며 우승권 성향을 보여주었습니다.
0,,"나는 K LEAGUE는 처음인데, 언더독와(과) 우승권 유지 성향이 강한 팀을 추천해줘.",KT 위즈,KBO,0.4133477,0.5,0.8114514212176897,0.5276,3,"KT 위즈는 중간 정도의 성적을 기록하며, 언더독 팀으로서의 가능성은 있지만 우승권 유지에 한계가 있습니다."
0,,"나는 K LEAGUE는 처음인데, 언더독와(과) 우승권 유지 성향이 강한 팀을 추천해줘.",대구FC,K LEAGUE,0.45192188,0.5,0.7774010787455954,0.8044,2,"대구FC는 최근 몇 년간 꾸준히 중위권에서 하위권을 오가고 있는 팀으로, 우승권 유지 성향이 강하지 않지만 언더독로서의 가능성은 있다."
0,,"나는 K LEAGUE는 처음인데, 언더독와(과) 우승권 유지 성향이 강한 팀을 추천해줘.",강원FC,K LEAGUE,0.44197357,0.5,0.7818536440483247,0.7997,1,"강원FC는 최근 몇 년간 꾸준히 상위권을 유지하며 우승권 팀으로서의 성적이 좋았으나, 언더독로서의 가능성은 상대적으로 낮다."
0,,"나는 K LEAGUE는 처음인데, 언더독와(과) 우승권 유지 성향이 강한 팀을 추천해줘.",광주FC,K LEAGUE,0.41374975,0.5,0.8356004889161633,0.7989,3,"광주FC는 최근 몇 년간 하위권에서 중위권을 오가고 있는 팀으로, 우승권 유지 성향이 강하지 않으며 언더독로서의 가능성도 상대적으로 낮다."
0,,"나는 K LEAGUE는 처음인데, 언더독와(과) 우승권 유지 성향이 강한 팀을 추천해줘.",크리스탈 팰리스,EPL,0.48366153,0.5,0.755024652548982,0.5445,3,"크리스탈 팰리스는 최근 몇 시즌 동안 꾸준히 상위권에 위치했지만, 우승권 유지 성향이 강한 팀은 아니라고 평가됩니다."
0,,"나는 K LEAGUE는 처음인데, 언더독와(과) 우승권 유지 성향이 강한 팀을 추천해줘.",울버햄튼 원더러스,EPL,0.46727455,0.5,0.7681154837998055,0.5405,2,울버햄튼 원더러스는 최근 몇 시즌 동안 꾸준히 상위권에 위치하며 우승권 유지 성향이 강한 팀으로 평가됩니다.
0,,"나는 K LEAGUE는 처음인데, 언더독와(과) 우승권 유지 성향이 강한 팀을 추천해줘.",리버풀,EPL,0.5216463,0.5,0.5583897445260798,0.5203,1,리버풀은 최근 몇 시즌 동안 꾸준히 우승권을 놓치지 않고 상위권에 위치하며 우승권 유지 성향이 매우 강한 팀으로 평가됩니다.
0,,"나는 K LEAGUE는 처음인데, 언더독와(과) 우승권 유지 성향이 강한 팀을 추천해줘.",하스,F1,0.47277534,0.5,0.7731360815286796,0.5437,3,"F1에서 하스는 최근 몇 년간 꾸준한 성적을 내고 있지만, 우승권 유지 성향이 강한 팀으로는 평가하기 어렵다."
0,,"나는 K LEAGUE는 처음인데, 언더독와(과) 우승권 유지 성향이 강한 팀을 추천해줘.",윌리엄스,F1,0.45801952,0.5,0.7893736611432518,0.5411,2,윌리엄스는 최근 몇 시즌 동안 우승권에 가까운 성적을 기록하고 있어 우승권 유지 성향이 강하다.
0,,"나는 K LEAGUE는 처음인데, 언더독와(과) 우승권 유지 성향이 강한 팀을 추천해줘.",맥라렌,F1,0.47426847,0.5,0.6885181297723034,0.5274,1,"맥라렌은 F1 역사상 가장 성공적인 팀 중 하나로, 꾸준히 우승권에 도전하는 팀이다."
0,,"나는 KBO는 처음인데, 가성비와(과) 언더독 성향이 강한 팀을 추천해줘.",키움 히어로즈,KBO,0.646549,0.5,0.7960969816462604,0.9268,2,키움 히어로즈는 최근 몇 년간 꾸준히 좋은 성적을 거두며 가성비와 언더독 성향이 강한 팀으로 평가받고 있습니다.
0,,"나는 KBO는 처음인데, 가성비와(과) 언더독 성향이 강한 팀을 추천해줘.",NC 다이노스,KBO,0.55497915,0.5,0.7815366116334377,0.5783,1,"NC 다이노스는 지난 시즌과 이번 시즌 모두 가성비와 언더독 성향을 보여주며, 특히 언더독팀으로서의 가능성을 높게 평가받고 있습니다."
0,,"나는 KBO는 처음인데, 가성비와(과) 언더독 성향이 강한 팀을 추천해줘.",KT 위즈,KBO,0.5289629,0.5,0.8114514212176897,0.5739,3,KT 위즈는 최근 몇 년간 불안정한 성적을 거두며 가성비와 언더독 성향이 강하지 않은 편입니다.
0,,"나는 KBO는 처음인데, 가성비와(과) 언더독 성향이 강한 팀을 추천해줘.",강원FC,K LEAGUE,0.55951583,0.5,0.7818536440483247,0.8703,2,"강원FC는 최근 몇 년간 꾸준한 성적을 내고 있지만, 아직도 상위권 진입이 어렵습니다."
0,,"나는 KBO는 처음인데, 가성비와(과) 언더독 성향이 강한 팀을 추천해줘.",광주FC,K LEAGUE,0.5019684,0.5,0.8356004889161633,0.8519,1,광주FC는 중위권 팀으로서 가성비와 언더독 성향이 어느 정도 존재합니다. 최근 몇 년간 꾸준한 성적 변화를 보여주고 있습니다.
0,,"나는 KBO는 처음인데, 가성비와(과) 언더독 성향이 강한 팀을 추천해줘.",대구FC,K LEAGUE,0.49583548,0.5,0.7774010787455954,0.8307,3,"대구FC는 최근 몇 년간 성적이 불안정하며, 가성비와 언더독 성향이 약합니다."
0,,"나는 KBO는 처음인데, 가성비와(과) 언더독 성향이 강한 팀을 추천해줘.",크리스탈 팰리스,EPL,0.45532566,0.5,0.755024652548982,0.5331,2,"크리스탈 팰리스는 가끔씩 큰 경기에서 충격적인 승리를 거두는 팀으로, 언더독 성향이 강하지만, 꾸준한 성적을 내기 어렵다는 점에서 가성비와의 매칭은 적합합니다."
0,,"나는 KBO는 처음인데, 가성비와(과) 언더독 성향이 강한 팀을 추천해줘.",울버햄튼 원더러스,EPL,0.43433094,0.5,0.7681154837998055,0.5274,1,울버햄튼 원더러스는 최근 몇 년간 꾸준히 성적을 향상시키며 언더독 팀으로서의 매력을 발휘해왔습니다. 가성비와의 매칭이 매우 적합합니다.
0,,"나는 KBO는 처음인데, 가성비와(과) 언더독 성향이 강한 팀을 추천해줘.",브라이튼 앤 호브 알비온,EPL,0.4138834,0.5,0.7544285943720351,0.5164,3,"브라이튼은 꾸준한 성적을 내기 어렵지만, 때때로 큰 경기에서 충격적인 승리를 거두는 팀입니다. 가성비와의 매칭이 적합하지만, 그 정도가 울버햄튼과 비교했을 때 덜할 수 있습니다."
0,,"나는 KBO는 처음인데, 가성비와(과) 언더독 성향이 강한 팀을 추천해줘.",하스,F1,0.5495873,0.5,0.7731360815286796,0.5745,3,"F1 팀의 성적은 드라이버와 기술력에 크게 의존하며, 하스의 최근 성적이 부진해"
0,,"나는 KBO는 처음인데, 가성비와(과) 언더독 성향이 강한 팀을 추천해줘.",윌리엄스,F1,0.41368836,0.5,0.7893736611432518,0.5234,2,"윌리엄스는 꾸준한 성적을 유지하고 있지만, 가성비나 언더독 성향과는 직접적인 관련이 없습니다."
0,,"나는 KBO는 처음인데, 가성비와(과) 언더독 성향이 강한 팀을 추천해줘.",맥라렌,F1,0.3953793,0.5,0.6885181297723034,0.4959,1,"맥라렌은 전통적으로 강팀으로 알려져 있으나, 최근 성적이 불안해"
0,,"나는 EPL는 처음인데, 신흥 강호와(과) 우승권 유지 성향이 강한 팀을 추천해줘.",KT 위즈,KBO,0.3867882,0.5,0.7751606407244519,0.5097,1,강력한 투수진과 타선의 균형 잡힌 성능
0,,"나는 EPL는 처음인데, 신흥 강호와(과) 우승권 유지 성향이 강한 팀을 추천해줘.",NC 다이노스,KBO,0.3933661,0.5,0.6682711506266527,0.491,3,강력한 타선과 잘 나가는 투수들이 많음
0,,"나는 EPL는 처음인데, 신흥 강호와(과) 우승권 유지 성향이 강한 팀을 추천해줘.",기아 타이거즈,KBO,0.36341685,0.5,0.6587434492563774,0.4771,2,투수와 타선 모두에서 강점을 보임
0,,"나는 EPL는 처음인데, 신흥 강호와(과) 우승권 유지 성향이 강한 팀을 추천해줘.",전북 현대 모터스,K LEAGUE,0.4401522,0.5,0.7639530248390428,0.5289,1,"전북 현대는 K LEAGUE에서 꾸준히 우승권 후보로 자리 잡고 있으며, 강력한 공격과 안정적인 수비를 바탕으로 한 전술을 가지고 있습니다."
0,,"나는 EPL는 처음인데, 신흥 강호와(과) 우승권 유지 성향이 강한 팀을 추천해줘.",울산 HD FC,K LEAGUE,0.42494783,0.5,0.7395024805573199,0.5179,2,"울산은 최근 몇 년간 꾸준히 상위권에 진출하며, 특히 홈 경기에서의 강력한 성적을 거두고 있습니다. 그러나 전반적인 팀 밸런스가 전북과 비교했을 때 약간 부족할 수 있습니다."
0,,"나는 EPL는 처음인데, 신흥 강호와(과) 우승권 유지 성향이 강한 팀을 추천해줘.",제주 SK FC,K LEAGUE,0.4473857,0.5,0.6496981395205583,0.5089,3,"제주는 최근 몇 년간 꾸준한 성적을 거두지 못하며, 팀의 안정성과 우승권 유지 능력이 전북과 울산에 비해 떨어질 수 있습니다."
0,,"나는 EPL는 처음인데, 신흥 강호와(과) 우승권 유지 성향이 강한 팀을 추천해줘.",첼시,EPL,0.45881033,0.5,0.8706678768140022,0.5577,1,"첼시는 역사적으로 가장 성공적인 EPL 팀 중 하나로, 우승권 유지 성향이 매우 강합니다."
0,,"나는 EPL는 처음인데, 신흥 강호와(과) 우승권 유지 성향이 강한 팀을 추천해줘.",뉴캐슬 유나이티드,EPL,0.45943487,0.5,0.8584910843417664,0.5555,3,"뉴캐슬은 최근 몇 년간 꾸준히 상위권을 차지하며 우승권 유지 성향을 보여주고 있지만, 신흥 강호로서의 이미지는 덜하다."
0,,"나는 EPL는 처음인데, 신흥 강호와(과) 우승권 유지 성향이 강한 팀을 추천해줘.",리버풀,EPL,0.4668116,0.5,0.8391046888105949,0.5545,2,"리버풀은 최근 몇 년간 꾸준히 우승권 팀으로 성장했으며, 신흥 강호로서의 이미지가 적절하지 않지만, 우승권 유지 성향이 매우 강합니다."
0,,"나는 EPL는 처음인데, 신흥 강호와(과) 우승권 유지 성향이 강한 팀을 추천해줘.",레드불,F1,0.4282211,0.5,0.9207281584775115,0.5554,3,"레드불은 최근 몇 년간 꾸준히 상위권에 진입했지만, 우승권 유지 성향이 강한 팀으로 평가하기 어렵다."
0,,"나는 EPL는 처음인데, 신흥 강호와(과) 우승권 유지 성향이 강한 팀을 추천해줘.",페라리,F1,0.39822796,0.5,0.9380699792415192,0.5469,1,"페라리는 F1 역사상 가장 성공적인 팀 중 하나로, 꾸준히 우승권을 노린다."
0,,"나는 EPL는 처음인데, 신흥 강호와(과) 우승권 유지 성향이 강한 팀을 추천해줘.",맥라렌,F1,0.3557663,0.5,0.8926631066210853,0.5208,2,"맥라렌은 꾸준한 성적을 내며 상위권에 자주 진입하며, 우승권 유지 성향이 강하다."
0,,"나는 F1는 처음인데, 머니볼 성향이 강한 팀을 추천해줘.",대구FC,K LEAGUE,0.39241806,0.5,0.7774010787455954,0.7687,3,"대구FC는 최근 몇 년간 안정적인 성적을 유지하고 있지만, 강팀과의 경기를 제외하면 상대적으로 낮은 득점률을 기록하고 있어 머니볼 성향이 강할 수 있습니다."
0,,"나는 F1는 처음인데, 머니볼 성향이 강한 팀을 추천해줘.",포항 스틸러스,K LEAGUE,0.37180758,0.5,0.8018722169184982,0.7636,2,"포항 스틸러스는 전반적으로 높은 득점력을 보유하고 있으며, 특히 홈 경기에서 상대적으로 많은 골을 넣고 있어 머니볼 성향이 강할 수 있습니다."
0,,"나는 F1는 처음인데, 머니볼 성향이 강한 팀을 추천해줘.",광주FC,K LEAGUE,0.32906666,0.5,0.8356004889161633,0.7481,1,"광주FC는 최근 몇 년간 꾸준한 성적 향상을 보여주며, 특히 중위권 팀과의 경기에서 상대적으로 높은 승률을 기록하고 있어 머니볼 성향이 강할 수 있습니다."
0,,"나는 F1는 처음인데, 머니볼 성향이 강한 팀을 추천해줘.",크리스탈 팰리스,EPL,0.4212528,0.5,0.755024652548982,0.5195,2,크리스탈 팰리스는 공격력이 뛰어나지만 수비가 약한 팀입니다.
0,,"나는 F1는 처음인데, 머니볼 성향이 강한 팀을 추천해줘.",울버햄튼 원더러스,EPL,0.36670172,0.5,0.7681154837998055,0.5003,1,울버햄튼은 강력한 수비와 꾸준한 득점력을 바탕으로 머니볼 성향이 강합니다.
0,,"나는 F1는 처음인데, 머니볼 성향이 강한 팀을 추천해줘.",웨스트햄 유나이티드,EPL,0.35932267,0.5,0.7822543700061813,0.5002,3,웨스트햄은 신생 팀으로 아직 안정적인 성적을 내기 어렵습니다.
0,,"나는 F1는 처음인데, 머니볼 성향이 강한 팀을 추천해줘.",하스,F1,0.40800846,0.5,0.7731360815286796,0.5178,3,"하스는 최근 몇 년간 꾸준한 성적을 거두지 못하고 있으며, 기술적으로도 맥라렌이나 윌리엄스와 비교할 때 뒤처지고 있습니다."
0,,"나는 F1는 처음인데, 머니볼 성향이 강한 팀을 추천해줘.",윌리엄스,F1,0.3332603,0.5,0.7893736611432518,0.4912,2,"윌리엄스는 최근 몇 년간 꾸준한 성적을 거두고 있으며, 기술적으로도 맥라렌과 경쟁할 수 있는 팀입니다. 그러나 매년 강력한 선수들을 잃어가면서 성적이 불안정하게 나타납니다."
0,,"나는 F1는 처음인데, 머니볼 성향이 강한 팀을 추천해줘.",맥라렌,F1,0.3145212,0.5,0.6885181297723034,0.4635,1,"맥라렌은 최근 몇 년간 꾸준히 상위권에 위치하며, 기술적으로도 가장 강한 팀 중 하나입니다. 그러나 매년 다른 팀들과의 경쟁이 치열하여 머니볼 성향이 강할 수 있습니다."
0,,"나는 F1는 처음인데, 잘생긴와(과) 효율 성향이 강한 팀을 추천해줘.",키움 히어로즈,KBO,0.30943394,0.5,0.7960969816462604,0.7245,2,키움 히어로즈는 강력한 타선과 준수한 투타 밸런스를 자랑합니다.
0,,"나는 F1는 처음인데, 잘생긴와(과) 효율 성향이 강한 팀을 추천해줘.",NC 다이노스,KBO,0.34394324,0.5,0.7815366116334377,0.4939,1,NC 다이노스는 강력한 내야진과 유격수 이대호의 리더십 덕분에 팀워크가 뛰어납니다.
0,,"나는 F1는 처음인데, 잘생긴와(과) 효율 성향이 강한 팀을 추천해줘.",KT 위즈,KBO,0.32194436,0.5,0.8114514212176897,0.4911,3,"KT 위즈는 투타 밸런스가 약간 불안하지만, 강력한 타자들이 있어 기대할 만합니다."
0,,"나는 F1는 처음인데, 잘생긴와(과) 효율 성향이 강한 팀을 추천해줘.",광주FC,K LEAGUE,0.38134804,0.5,0.8356004889161633,0.7795,1,"광주FC는 최근 몇 년간 꾸준히 성적 향상을 이루었으며, 젊은 선수들이 주축이 되어 활약하고 있습니다."
0,,"나는 F1는 처음인데, 잘생긴와(과) 효율 성향이 강한 팀을 추천해줘.",FC안양,K LEAGUE,0.3476953,0.5,0.784926162116497,0.7441,2,"FC안양은 중간 수준의 팀으로, 안정적인 경기 운영과 함께 점차적으로 성적을 향상시키고 있지만, 아직 완전히 안정된 팀이 아니라는 점에서 주의가 필요합니다."
0,,"나는 F1는 처음인데, 잘생긴와(과) 효율 성향이 강한 팀을 추천해줘.",강원FC,K LEAGUE,0.34578133,0.5,0.7818536440483247,0.742,3,"강원FC는 최근 몇 년간 성적이 불안하며, 선수단의 변동성이 크다는 점에서 예측하기 어렵습니다."
0,,"나는 F1는 처음인데, 잘생긴와(과) 효율 성향이 강한 팀을 추천해줘.",크리스탈 팰리스,EPL,0.44200587,0.5,0.755024652548982,0.5278,2,"크리스탈 팰리스는 강력한 공격력을 자랑하며, 특히 홈 경기에서의 성적이 뛰어납니다."
0,,"나는 F1는 처음인데, 잘생긴와(과) 효율 성향이 강한 팀을 추천해줘.",울버햄튼 원더러스,EPL,0.33946344,0.5,0.7681154837998055,0.4894,1,"울버햄튼은 전술적으로 매우 유연하고, 강력한 수비와 공격력을 동시에 갖추고 있습니다."
0,,"나는 F1는 처음인데, 잘생긴와(과) 효율 성향이 강한 팀을 추천해줘.",브라이튼 앤 호브 알비온,EPL,0.338835,0.5,0.7544285943720351,0.4864,3,"브라이튼은 최근 몇 시즌 동안 꾸준히 성장하며, 특히 홈 경기에서의 승률이 높습니다."
0,,"나는 F1는 처음인데, 잘생긴와(과) 효율 성향이 강한 팀을 추천해줘.",맥라렌,F1,0.43846357,0.5,0.6885181297723034,0.5131,1,"맥라렌은 역사적으로 가장 성공적인 F1 팀 중 하나로, 기술적 혁신과 경주 성능에서 높은 효율성을 자랑합니다."
0,,"나는 F1는 처음인데, 잘생긴와(과) 효율 성향이 강한 팀을 추천해줘.",하스,F1,0.36713308,0.5,0.7731360815286796,0.5015,2,"하스는 최근 몇 년간 꾸준한 성장을 이루었으며, 디자인 측면에서도 독특하고 아름다운 차량을 제공합니다."
0,,"나는 F1는 처음인데, 잘생긴와(과) 효율 성향이 강한 팀을 추천해줘.",윌리엄스,F1,0.34466296,0.5,0.7893736611432518,0.4957,3,"윌리엄스는 기술적 혁신과 경주 성능에서 상대적으로 덜 알려져 있지만, 최근 몇 년간 꾸준한 발전을 이루었으며 디자인 측면에서도 매력적인 차량을 제공합니다."
0,,"나는 EPL는 처음인데, 우승와(과) 전통 성향이 강한 팀을 추천해줘.",KT 위즈,KBO,0.32911918,0.5,0.7751606407244519,0.4867,3,"KT 위즈는 KBO 리그에서 우승을 거둔 바 없으며, 상위권 진입 빈도가 낮은 편입니다."
0,,"나는 EPL는 처음인데, 우승와(과) 전통 성향이 강한 팀을 추천해줘.",NC 다이노스,KBO,0.3818096,0.5,0.6682711506266527,0.4864,2,"NC 다이노스는 비교적 젊은 팀으로, 최근 몇 년간 상위권에 자주 진출하고 있습니다. 그러나 전통적인 우승 성과는 적습니다."
0,,"나는 EPL는 처음인데, 우승와(과) 전통 성향이 강한 팀을 추천해줘.",LG 트윈즈,KBO,0.3151489,0.5,0.7278442646508857,0.4716,1,"LG 트윈스는 KBO 리그에서 여러 차례 우승을 거둔 팀으로, 상위권 진입 빈도가 높으며 전통적인 강팀입니다."
0,,"나는 EPL는 처음인데, 우승와(과) 전통 성향이 강한 팀을 추천해줘.",전북 현대 모터스,K LEAGUE,0.4350387,0.5,0.7639530248390428,0.5268,1,"K LEAGUE에서 가장 많은 우승을 차지한 팀 중 하나로, 지속적인 강팀으로서의 성과와 명성을 바탕으로 평가됩니다."
0,,"나는 EPL는 처음인데, 우승와(과) 전통 성향이 강한 팀을 추천해줘.",제주 SK FC,K LEAGUE,0.46646065,0.5,0.6496981395205583,0.5165,3,분석 실패 또는 신뢰도 낮음
0,,"나는 EPL는 처음인데, 우승와(과) 전통 성향이 강한 팀을 추천해줘.",대전 하나 시티즌,K LEAGUE,0.42191193,0.5,0.7080941764379679,0.5104,2,"지속적인 성장을 보여주고 있지만, 아직 우승과 전통 성향이 강한 팀으로 평가되기에는 부족합니다."
0,,"나는 EPL는 처음인데, 우승와(과) 전통 성향이 강한 팀을 추천해줘.",뉴캐슬 유나이티드,EPL,0.4784077,0.5,0.8584910843417664,0.5631,3,"뉴캐슬 유나이티드는 EPL에서 우승을 차지한 적은 있지만, 그 빈도가 낮고 최근 몇 년간의 성적은 비교적 부진합니다."
0,,"나는 EPL는 처음인데, 우승와(과) 전통 성향이 강한 팀을 추천해줘.",리버풀,EPL,0.47779223,0.5,0.8391046888105949,0.5589,1,"리버풀은 EPL 역사상 가장 성공적인 팀 중 하나로, 최근 몇 년간도 우승과 준우승을 반복하며 강력한 성적을 거두고 있습니다."
0,,"나는 EPL는 처음인데, 우승와(과) 전통 성향이 강한 팀을 추천해줘.",첼시,EPL,0.42972893,0.5,0.8706678768140022,0.546,2,"첼시는 EPL에서 여러 차례 우승을 차지했으며, 전통적으로 강팀으로 평가받습니다. 최근 몇 년간의 성적도 꾸준합니다."
0,,"나는 EPL는 처음인데, 우승와(과) 전통 성향이 강한 팀을 추천해줘.",레드불,F1,0.42120093,0.5,0.9207281584775115,0.5526,1,"F1 역사상 가장 성공적인 팀 중 하나로, 최근 몇 년간 여러 차례 우승을 차지했습니다."
0,,"나는 EPL는 처음인데, 우승와(과) 전통 성향이 강한 팀을 추천해줘.",페라리,F1,0.4038035,0.5,0.9380699792415192,0.5491,2,"F1에서 가장 성공적인 팀 중 하나로, 많은 우승 기록을 보유하고 있습니다."
0,,"나는 EPL는 처음인데, 우승와(과) 전통 성향이 강한 팀을 추천해줘.",맥라렌,F1,0.41337562,0.5,0.8926631066210853,0.5439,3,"F1 역사상 가장 성공적인 팀 중 하나로, 여러 차례 우승을 차지했습니다."
0,,"나는 K LEAGUE는 처음인데, 낭만와(과) 조직력 성향이 강한 팀을 추천해줘.",KT 위즈,KBO,0.36628932,0.5,0.7751606407244519,0.5015,2,KT 위즈는 강력한 투수진과 잘 조율된 팀워크로 유명합니다.
0,,"나는 K LEAGUE는 처음인데, 낭만와(과) 조직력 성향이 강한 팀을 추천해줘.",NC 다이노스,KBO,0.4133901,0.5,0.6682711506266527,0.499,1,NC 다이노스는 낭만적인 플레이 스타일과 함께 강력한 타선으로 주목받고 있습니다.
0,,"나는 K LEAGUE는 처음인데, 낭만와(과) 조직력 성향이 강한 팀을 추천해줘.",LG 트윈즈,KBO,0.33095074,0.5,0.7278442646508857,0.4779,3,LG 트윈즈는 조직적이고 체계적인 전술을 통해 승리를 이끌어냅니다.
0,,"나는 K LEAGUE는 처음인데, 낭만와(과) 조직력 성향이 강한 팀을 추천해줘.",제주 SK FC,K LEAGUE,0.4621134,0.5,0.6496981395205583,0.5148,2,"제주 SK FC는 낭만적인 섬에서 활동하는 팀으로, 자연과 조화를 이루며 경기에 임하는 모습이 많다."
0,,"나는 K LEAGUE는 처음인데, 낭만와(과) 조직력 성향이 강한 팀을 추천해줘.",울산 HD FC,K LEAGUE,0.41691506,0.5,0.7395024805573199,0.5147,3,울산 HD FC는 현대자동차와의 파트너십을 통해 조직력 있는 플레이를 보여주고 있다.
0,,"나는 K LEAGUE는 처음인데, 낭만와(과) 조직력 성향이 강한 팀을 추천해줘.",대전 하나 시티즌,K LEAGUE,0.4299438,0.5,0.7080941764379679,0.5136,1,대전 하나 시티즌은 하나금융그룹과의 강력한 지원 덕분에 조직력 있고 안정적인 경기 운영을 가능하게 한다.
0,,"나는 K LEAGUE는 처음인데, 낭만와(과) 조직력 성향이 강한 팀을 추천해줘.",리버풀,EPL,0.4387287,0.5,0.8391046888105949,0.5433,1,"리버풀은 강력한 팀 조직력과 전술적 변화를 통해 경기를 지배하는 모습을 보여주며, 낭만적인 축구를 선보입니다."
0,,"나는 K LEAGUE는 처음인데, 낭만와(과) 조직력 성향이 강한 팀을 추천해줘.",뉴캐슬 유나이티드,EPL,0.4088961,0.5,0.8584910843417664,0.5353,3,"뉴캐슬은 강력한 수비와 전술적 조직력을 바탕으로 경기를 지배하지만, 때로는 낭만적인 축구를 보여주지 못하는 경우가 많습니다."
0,,"나는 K LEAGUE는 처음인데, 낭만와(과) 조직력 성향이 강한 팀을 추천해줘.",울버햄튼 원더러스,EPL,0.44952977,0.5,0.7448042501623507,0.5288,2,"울버햄튼은 전술적 변화를 통해 강력한 조직력을 발휘하며, 때로는 낭만적인 축구를 선보이지만, 일관성 있는 모습을 보여주지 못하는 경우가 많습니다."
0,,"나는 K LEAGUE는 처음인데, 낭만와(과) 조직력 성향이 강한 팀을 추천해줘.",맥라렌,F1,0.43852973,0.5,0.8926631066210853,0.5539,1,"맥라렌은 전략적이고 조직적인 플레이를 선호하는 팀으로, K-LEAGUE의 낭만과 조직력 성향이 잘 맞을 것으로 보입니다."
0,,"나는 K LEAGUE는 처음인데, 낭만와(과) 조직력 성향이 강한 팀을 추천해줘.",페라리,F1,0.41427654,0.5,0.9380699792415192,0.5533,2,"페라리는 강력한 개인 재능을 가진 선수들을 많이 보유하고 있지만, 팀워크와 조직력이 부족한 경우가 많아 K-LEAGUE의 성향과는 약간 차이가 있을 수 있습니다."
0,,"나는 K LEAGUE는 처음인데, 낭만와(과) 조직력 성향이 강한 팀을 추천해줘.",레드불,F1,0.39504153,0.5,0.9207281584775115,0.5422,3,"레드불은 자금력으로 인해 강력한 선수들을 영입할 수 있지만, 팀 내 조직력과 낭만적인 분위기가 부족하여 K-LEAGUE의 성향에 잘 맞지 않을 가능성이 큽니다."
0,,"나는 K LEAGUE는 처음인데, 압도적와(과) 역사 성향이 강한 팀을 추천해줘.",NC 다이노스,KBO,0.34244734,0.5,0.6682711506266527,0.4706,1,"NC 다이노스는 창단 초기부터 꾸준히 상위권에 위치하며, 최근 몇 년간도 좋은 성적을 거두고 있습니다."
